ds,job_id,actor_id,event,language,time_spent,org
03/05/2021,989,1955,transfer,Portuguese,10,E
03/05/2021,959,1837,decision,Italian,24,C
03/05/2021,260,1701,transfer,Hindi,11,F
03/05/2021,412,1734,transfer,English,52,A
03/05/2021,145,1494,skip,French,36,C
03/05/2021,274,1398,transfer,Hindi,26,C
03/05/2021,814,1501,transfer,English,35,A
03/06/2021,661,1014,decision,Chinese,36,C
03/06/2021,262,1515,transfer,Arabic,22,B
03/06/2021,575,1837,skip,Arabic,44,B
03/06/2021,308,1155,decision,Chinese,55,F
03/06/2021,659,1836,decision,English,47,B
03/06/2021,23,1030,skip,French,31,E
03/06/2021,314,1689,skip,German,13,C
03/06/2021,395,1672,transfer,Italian,33,E
03/06/2021,380,1414,decision,Russian,12,E
03/06/2021,324,1534,decision,Portuguese,49,F
03/06/2021,217,1109,decision,German,17,E
03/07/2021,764,1555,skip,Persian,33,E
03/07/2021,338,1977,decision,Spanish,33,D
03/07/2021,616,1711,skip,Russian,15,A
03/07/2021,879,1361,transfer,Persian,9,D
03/07/2021,178,1439,decision,Arabic,27,E
03/08/2021,568,1410,transfer,Hindi,32,E
03/08/2021,363,1481,skip,Spanish,20,C
03/08/2021,911,1874,transfer,Persian,42,D
03/08/2021,301,1406,transfer,German,43,D
03/08/2021,539,1331,skip,Arabic,20,B
03/08/2021,804,1653,transfer,Spanish,14,B
03/08/2021,342,1531,decision,Arabic,50,C
03/08/2021,609,1298,skip,Chinese,28,A
03/08/2021,355,1558,decision,Russian,43,A
03/08/2021,779,1253,decision,Italian,24,C
03/08/2021,135,1403,decision,Persian,40,D
03/08/2021,757,1235,transfer,German,53,F
03/08/2021,742,1944,transfer,Russian,16,E
03/08/2021,496,1669,decision,Chinese,46,A
03/09/2021,23,1502,skip,Italian,38,D
03/09/2021,799,1762,decision,Chinese,27,D
03/09/2021,920,1081,decision,Hindi,21,A
03/09/2021,289,1522,transfer,Russian,39,B
03/09/2021,394,1884,skip,Arabic,49,F
03/10/2021,139,1501,transfer,Chinese,52,E
03/10/2021,650,1481,transfer,Portuguese,28,A
03/10/2021,990,1613,skip,Hindi,24,D
03/10/2021,742,1282,skip,Portuguese,57,A
03/10/2021,792,1408,decision,Chinese,39,D
03/10/2021,380,1680,decision,Hindi,58,A
03/10/2021,357,1555,transfer,Russian,38,D
03/10/2021,649,1205,skip,Hindi,7,D
03/11/2021,586,1475,transfer,Chinese,43,E
03/11/2021,893,1834,transfer,Russian,39,F
03/11/2021,319,1914,transfer,Hindi,19,E
03/11/2021,551,1603,decision,Chinese,32,E
03/11/2021,981,1957,transfer,Chinese,52,B
03/12/2021,866,1080,decision,Persian,57,D
03/12/2021,342,1990,transfer,French,45,B
03/12/2021,568,1676,transfer,French,29,B
03/12/2021,416,1396,decision,Chinese,50,D
03/12/2021,836,1431,decision,Portuguese,57,E
03/12/2021,791,1955,skip,Chinese,52,B
03/12/2021,649,1907,decision,Italian,58,C
03/12/2021,791,1664,decision,Chinese,17,E
03/12/2021,954,1197,transfer,Spanish,6,E
03/12/2021,406,1762,skip,Russian,6,A
03/12/2021,445,1410,transfer,Spanish,29,F
03/12/2021,802,1964,decision,Italian,31,C
03/12/2021,465,1154,decision,Persian,57,D
03/13/2021,516,1072,transfer,French,22,A
03/13/2021,981,1569,transfer,Persian,16,C
03/13/2021,279,1669,transfer,Spanish,35,D
03/13/2021,342,1540,decision,French,49,F
03/13/2021,459,1253,transfer,Portuguese,36,A
03/13/2021,190,1866,transfer,Italian,43,C
03/13/2021,245,1364,skip,Spanish,5,F
03/13/2021,855,1791,decision,Arabic,51,A
03/13/2021,821,1209,transfer,Persian,14,C
03/13/2021,667,1914,decision,Chinese,8,D
03/13/2021,920,1505,skip,Chinese,51,B
03/13/2021,351,1167,decision,German,40,A
03/13/2021,803,1887,transfer,Hindi,51,F
03/13/2021,623,1964,decision,Hindi,10,C
03/14/2021,328,1074,skip,Portuguese,26,C
03/14/2021,815,1015,skip,German,17,B
03/14/2021,586,1666,decision,Russian,13,F
03/14/2021,839,1893,skip,Persian,52,F
03/14/2021,739,1531,skip,Portuguese,40,B
03/14/2021,569,1886,skip,Arabic,28,C
03/14/2021,762,1785,decision,Spanish,43,E
03/14/2021,503,1514,decision,Persian,13,E
03/14/2021,300,1794,decision,Spanish,29,A
03/14/2021,145,1126,decision,English,52,A
03/14/2021,777,1945,transfer,Russian,59,E
03/14/2021,505,1075,decision,Persian,47,E
03/14/2021,626,1268,skip,Persian,33,E
03/14/2021,802,1836,skip,Chinese,35,D
03/14/2021,496,1191,transfer,Chinese,53,A
03/15/2021,603,1641,decision,Hindi,19,B
03/15/2021,474,1404,transfer,Russian,58,E
03/15/2021,542,1658,transfer,Chinese,34,A
03/15/2021,564,1751,skip,Italian,14,A
03/15/2021,747,1071,skip,German,57,B
03/15/2021,378,1567,skip,Russian,56,E
03/15/2021,817,1401,transfer,Italian,32,D
03/15/2021,505,1505,decision,German,55,C
03/15/2021,274,1694,transfer,Spanish,44,E
03/15/2021,22,1734,decision,English,6,B
03/15/2021,414,1717,decision,Italian,59,E
03/15/2021,408,1876,skip,English,30,C
03/15/2021,319,1813,decision,English,49,F
03/15/2021,314,1964,transfer,French,50,A
03/16/2021,371,1995,decision,Spanish,9,D
03/16/2021,247,1701,transfer,Arabic,6,F
03/16/2021,220,1560,transfer,German,20,C
03/16/2021,750,1383,skip,Arabic,47,A
03/16/2021,322,1494,decision,Chinese,44,B
03/16/2021,319,1945,skip,German,46,A
03/16/2021,605,1664,transfer,French,56,A
03/16/2021,156,1015,decision,Russian,14,F
03/16/2021,474,1298,transfer,English,34,C
03/16/2021,820,1785,decision,Chinese,24,C
03/16/2021,781,1945,decision,Russian,19,A
03/16/2021,436,1072,skip,Arabic,13,B
03/17/2021,149,1525,transfer,Chinese,5,D
03/17/2021,485,1674,decision,Arabic,48,E
03/17/2021,882,1664,transfer,Persian,46,F
03/17/2021,772,1093,decision,Hindi,5,C
03/17/2021,214,1929,decision,French,31,B
03/17/2021,961,1747,skip,Arabic,49,B
03/18/2021,503,1020,skip,Chinese,47,A
03/18/2021,636,1883,decision,Italian,36,D
03/18/2021,23,1742,transfer,Arabic,18,A
03/18/2021,115,1897,transfer,Arabic,18,C
03/18/2021,981,1044,decision,Russian,21,C
03/18/2021,387,1018,skip,Arabic,27,F
03/18/2021,679,1762,decision,French,19,D
03/18/2021,911,1796,skip,French,52,C
03/18/2021,412,1071,decision,Chinese,40,E
03/18/2021,246,1611,skip,Russian,34,F
03/18/2021,821,1134,decision,Spanish,28,A
03/18/2021,983,1175,skip,Italian,51,F
03/18/2021,180,1114,transfer,Italian,25,D
03/18/2021,136,1102,decision,Spanish,22,D
03/18/2021,545,1611,skip,Italian,28,E
03/19/2021,179,1552,decision,French,8,A
03/19/2021,322,1370,decision,Spanish,36,A
03/19/2021,322,1526,transfer,French,44,B
03/19/2021,716,1874,skip,English,18,B
03/19/2021,504,1563,decision,Portuguese,47,B
03/19/2021,290,1414,transfer,Hindi,35,D
03/19/2021,955,1537,skip,Russian,19,C
03/19/2021,22,1941,transfer,Hindi,8,B
03/19/2021,208,1777,decision,English,10,E
03/20/2021,615,1938,skip,French,41,B
03/20/2021,599,1037,transfer,Arabic,52,A
03/20/2021,296,1197,transfer,Russian,27,E
03/20/2021,804,1977,transfer,Italian,47,D
03/20/2021,415,1977,transfer,German,22,B
03/20/2021,314,1965,transfer,Portuguese,29,C
03/20/2021,815,1895,skip,Portuguese,11,D
03/20/2021,539,1689,transfer,Hindi,22,F
03/20/2021,365,1155,transfer,Persian,27,F
03/20/2021,896,1644,transfer,Hindi,39,A
03/21/2021,844,1687,decision,Hindi,42,C
03/21/2021,659,1563,transfer,German,41,E
03/21/2021,215,1206,skip,French,26,B
03/21/2021,246,1901,decision,Arabic,55,A
03/21/2021,245,1874,skip,English,34,A
03/21/2021,815,1613,decision,Hindi,13,F
03/21/2021,939,1796,skip,Spanish,10,E
03/21/2021,274,1661,decision,Persian,30,B
03/21/2021,323,1181,decision,Russian,29,B
03/21/2021,755,1929,transfer,Italian,27,F
03/21/2021,157,1431,transfer,English,19,A
03/21/2021,711,1809,skip,Chinese,11,D
03/21/2021,187,1314,skip,Italian,37,F
03/21/2021,762,1344,transfer,English,14,C
03/21/2021,430,1518,skip,Hindi,42,C
03/22/2021,125,1802,transfer,Persian,13,E
03/22/2021,380,1396,decision,Chinese,48,F
03/22/2021,429,1343,decision,Portuguese,50,B
03/22/2021,215,1958,transfer,French,8,F
03/22/2021,590,1353,transfer,Russian,21,C
03/22/2021,825,1975,skip,Hindi,60,F
03/22/2021,586,1537,decision,Russian,33,E
03/22/2021,701,1948,transfer,English,35,D
03/22/2021,181,1508,skip,Chinese,60,F
03/23/2021,505,1074,transfer,English,60,C
03/23/2021,836,1253,decision,Spanish,24,E
03/23/2021,318,1641,decision,Persian,50,C
03/23/2021,193,1499,transfer,German,56,E
03/23/2021,615,1015,transfer,Italian,6,A
03/23/2021,564,1748,skip,Hindi,54,C
03/23/2021,791,1825,decision,English,6,E
03/23/2021,818,1943,decision,Arabic,38,C
03/23/2021,191,1134,transfer,German,55,E
03/23/2021,945,1841,skip,Portuguese,28,F
03/23/2021,777,1537,skip,Hindi,27,B
03/23/2021,403,1629,transfer,Italian,53,E
03/23/2021,277,1674,transfer,Russian,42,D
03/23/2021,406,1958,decision,Portuguese,49,F
03/24/2021,113,1439,transfer,German,9,A
03/24/2021,525,1303,decision,Hindi,20,E
03/24/2021,673,1735,transfer,English,53,C
03/24/2021,159,1381,skip,Chinese,57,F
03/24/2021,614,1030,decision,Persian,33,F
03/24/2021,812,1148,transfer,Italian,38,E
03/24/2021,709,1402,transfer,German,15,D
03/24/2021,453,1005,decision,Portuguese,40,E
03/24/2021,525,1127,skip,Spanish,15,C
03/24/2021,310,1410,skip,Hindi,58,A
03/24/2021,536,1669,skip,Hindi,39,D
03/24/2021,866,1281,transfer,Spanish,54,B
03/24/2021,22,1466,decision,Chinese,57,A
03/24/2021,891,1090,decision,Portuguese,13,C
03/25/2021,163,1399,skip,Arabic,32,D
03/25/2021,382,1964,decision,Portuguese,53,A
03/25/2021,436,1062,skip,French,35,D
03/25/2021,280,1748,skip,Portuguese,9,E
03/25/2021,762,1049,skip,Portuguese,26,F
03/25/2021,355,1747,decision,Russian,36,E
03/25/2021,461,1944,skip,Italian,55,C
03/25/2021,646,1767,decision,Arabic,45,C
03/25/2021,543,1131,decision,Chinese,16,C
03/25/2021,392,1244,decision,Russian,50,B
03/25/2021,851,1640,decision,Chinese,40,E
03/25/2021,664,1005,skip,Arabic,20,A
03/25/2021,544,1200,skip,Hindi,20,A
03/25/2021,323,1084,transfer,Arabic,31,E
03/25/2021,799,1015,decision,Chinese,20,B
03/26/2021,371,1479,skip,French,46,B
03/26/2021,467,1898,skip,Chinese,38,E
03/26/2021,824,1499,decision,German,54,B
03/26/2021,927,1343,transfer,Hindi,31,C
03/26/2021,662,1343,decision,English,44,E
03/26/2021,465,1841,skip,Italian,16,A
03/26/2021,711,1281,skip,Italian,31,D
03/26/2021,503,1571,decision,Russian,19,B
03/26/2021,762,1603,transfer,English,34,C
03/26/2021,802,1101,transfer,Arabic,48,C
03/26/2021,988,1522,decision,Chinese,46,F
03/27/2021,507,1223,decision,German,23,E
03/27/2021,406,1133,decision,English,47,B
03/27/2021,229,1245,transfer,English,55,A
03/27/2021,954,1295,skip,Italian,41,E
03/27/2021,679,1563,transfer,Italian,56,E
03/27/2021,836,1123,decision,German,20,B
03/27/2021,21,1719,transfer,Spanish,29,F
03/27/2021,496,1057,skip,French,34,C
03/27/2021,842,1841,decision,Italian,24,B
03/27/2021,827,1921,transfer,Italian,58,F
03/27/2021,588,1764,transfer,Russian,57,E
03/27/2021,514,1029,decision,Arabic,13,E
03/27/2021,23,1976,skip,French,23,C
03/28/2021,422,1318,transfer,Portuguese,15,D
03/28/2021,209,1148,decision,Italian,52,C
03/28/2021,599,1552,decision,French,17,D
03/28/2021,124,1857,decision,Hindi,12,C
03/28/2021,990,1359,decision,Persian,55,A
03/28/2021,684,1791,transfer,German,58,A
03/28/2021,792,1741,decision,Spanish,12,F
03/28/2021,544,1399,transfer,Portuguese,19,E
03/28/2021,606,1995,transfer,Spanish,26,B
03/28/2021,459,1093,skip,French,14,D
03/28/2021,578,1018,decision,Chinese,60,E
03/28/2021,532,1181,skip,Spanish,50,C
03/28/2021,609,1552,skip,Portuguese,16,E
03/28/2021,891,1205,transfer,German,44,A
03/28/2021,383,1666,decision,English,27,C
03/29/2021,903,1448,skip,Russian,11,F
03/29/2021,436,1674,decision,Persian,41,C
03/29/2021,881,1506,decision,Persian,55,D
03/29/2021,22,1677,transfer,Spanish,26,F
03/29/2021,514,1921,decision,Spanish,45,D
03/29/2021,23,1771,decision,Russian,19,E
03/29/2021,286,1812,transfer,Portuguese,42,B
03/29/2021,355,1037,skip,Persian,58,A
03/29/2021,115,1611,skip,Arabic,22,F
03/29/2021,827,1281,transfer,English,11,E
03/30/2021,960,1887,skip,Portuguese,21,E
03/30/2021,539,1490,skip,German,35,C
03/30/2021,187,1780,decision,Chinese,12,A
03/30/2021,280,1178,skip,German,43,E
03/30/2021,613,1944,skip,Italian,32,E
03/30/2021,287,1408,transfer,Portuguese,28,F
03/31/2021,239,1993,skip,Portuguese,53,C
03/31/2021,772,1032,decision,Persian,5,E
03/31/2021,919,1433,decision,Russian,36,D
03/31/2021,432,1857,transfer,Arabic,32,B
03/31/2021,779,1907,skip,English,57,C
03/31/2021,406,1672,transfer,English,57,A
03/31/2021,646,1003,skip,French,54,F
03/31/2021,378,1071,transfer,Arabic,37,E
03/31/2021,645,1389,transfer,Spanish,48,D
03/31/2021,290,1889,transfer,Italian,51,F
03/31/2021,145,1990,transfer,Italian,44,A
03/31/2021,990,1924,decision,Spanish,19,E
03/31/2021,750,1341,transfer,Hindi,24,B
03/31/2021,839,1473,decision,French,57,D
04/01/2021,328,1022,decision,English,47,A
04/01/2021,190,1401,decision,Persian,53,C
04/01/2021,803,1109,decision,Russian,40,A
04/01/2021,455,1235,skip,German,21,B
04/01/2021,304,1505,skip,Chinese,54,B
04/01/2021,383,1572,transfer,Chinese,20,B
04/01/2021,429,1979,transfer,Persian,11,A
04/01/2021,296,1581,transfer,Spanish,13,C
04/02/2021,628,1796,skip,Hindi,33,D
04/02/2021,124,1073,skip,Arabic,58,E
04/02/2021,262,1921,transfer,Persian,8,F
04/02/2021,799,1051,decision,German,6,C
04/02/2021,477,1099,decision,Russian,16,C
04/02/2021,644,1812,transfer,Chinese,33,C
04/02/2021,408,1680,transfer,Hindi,31,A
04/02/2021,779,1935,decision,Russian,6,E
04/02/2021,618,1274,skip,Portuguese,19,A
04/02/2021,245,1642,skip,Portuguese,11,A
04/02/2021,179,1515,transfer,Russian,13,A
04/02/2021,515,1405,decision,Spanish,35,F
04/02/2021,412,1571,transfer,Hindi,60,E
04/03/2021,911,1948,decision,Chinese,30,D
04/03/2021,485,1841,decision,German,52,E
04/03/2021,749,1751,transfer,Russian,41,C
04/03/2021,726,1370,transfer,French,37,E
04/03/2021,121,1824,skip,French,22,C
04/03/2021,408,1462,decision,English,17,F
04/03/2021,867,1285,decision,German,17,D
04/03/2021,500,1126,decision,German,33,E
04/03/2021,299,1897,decision,French,31,C
04/03/2021,112,1861,decision,Arabic,11,F
04/03/2021,932,1534,decision,Spanish,35,A
04/03/2021,392,1180,skip,Arabic,57,C
04/03/2021,516,1197,transfer,Arabic,18,A
04/04/2021,791,1935,decision,Hindi,47,E
04/04/2021,516,1040,skip,English,21,C
04/04/2021,461,1015,skip,German,10,D
04/04/2021,837,1402,decision,Persian,28,F
04/04/2021,727,1907,skip,Persian,22,D
04/04/2021,415,1771,transfer,Arabic,49,F
04/04/2021,750,1165,transfer,Hindi,36,F
04/04/2021,975,1859,decision,German,14,B
04/04/2021,249,1665,transfer,Russian,15,B
04/04/2021,453,1003,skip,Hindi,46,B
04/05/2021,459,1148,transfer,Italian,35,A
04/05/2021,293,1777,skip,German,23,F
04/05/2021,277,1512,skip,English,6,B
04/05/2021,115,1672,decision,Persian,17,A
04/05/2021,879,1099,skip,German,7,D
04/05/2021,661,1924,decision,Arabic,47,D
04/05/2021,311,1661,skip,Arabic,26,A
04/05/2021,809,1100,transfer,Russian,35,F
04/05/2021,113,1475,transfer,Italian,9,D
04/06/2021,178,1644,skip,Arabic,52,A
04/06/2021,970,1971,skip,Italian,45,F
04/06/2021,586,1841,decision,German,44,A
04/06/2021,742,1812,transfer,Italian,59,A
04/06/2021,855,1990,transfer,English,40,D
04/06/2021,208,1228,skip,Spanish,58,E
04/06/2021,837,1201,decision,Portuguese,43,C
04/06/2021,844,1805,skip,Arabic,50,F
04/06/2021,870,1668,skip,Arabic,8,D
04/06/2021,247,1964,decision,German,40,B
04/07/2021,768,1359,transfer,German,48,C
04/07/2021,362,1976,decision,Chinese,21,F
04/07/2021,255,1569,skip,Portuguese,42,C
04/07/2021,991,1808,transfer,Russian,9,F
04/07/2021,539,1100,skip,Arabic,18,D
04/07/2021,211,1167,skip,German,58,F
04/07/2021,326,1114,transfer,Russian,20,C
04/07/2021,233,1813,decision,Russian,12,A
04/07/2021,635,1426,decision,German,28,A
04/08/2021,750,1145,skip,English,56,C
04/08/2021,22,1226,transfer,Hindi,25,E
04/08/2021,411,1007,skip,Portuguese,58,E
04/08/2021,182,1685,skip,Portuguese,16,F
04/08/2021,791,1115,transfer,Hindi,53,E
04/08/2021,818,1760,transfer,Spanish,50,A
04/09/2021,764,1165,skip,Persian,23,D
04/09/2021,125,1802,skip,Portuguese,42,C
04/09/2021,380,1502,decision,English,58,B
04/09/2021,455,1849,transfer,Russian,59,E
04/09/2021,459,1499,skip,Spanish,51,E
04/09/2021,455,1187,skip,French,44,B
04/09/2021,600,1840,skip,Portuguese,14,D
04/09/2021,241,1114,decision,Spanish,40,F
04/09/2021,159,1529,skip,Russian,11,B
04/09/2021,145,1571,transfer,Portuguese,23,F
04/09/2021,803,1072,transfer,Hindi,11,D
04/10/2021,803,1350,decision,Portuguese,20,D
04/10/2021,801,1742,transfer,English,11,E
04/10/2021,648,1187,transfer,Spanish,31,A
04/10/2021,987,1588,skip,German,6,F
04/10/2021,888,1005,skip,German,28,B
04/10/2021,622,1555,transfer,Portuguese,49,B
04/10/2021,870,1764,skip,German,35,A
04/10/2021,777,1501,decision,Spanish,25,E
04/10/2021,383,1809,transfer,Spanish,36,B
04/11/2021,383,1359,skip,Hindi,16,E
04/11/2021,638,1198,skip,Arabic,31,F
04/11/2021,960,1018,skip,Spanish,52,B
04/11/2021,429,1857,skip,Arabic,57,F
04/11/2021,237,1865,transfer,Persian,24,F
04/11/2021,839,1435,skip,Chinese,16,D
04/11/2021,437,1040,decision,Russian,15,F
04/11/2021,857,1403,decision,Persian,27,B
04/11/2021,930,1661,transfer,English,8,E
04/11/2021,363,1563,skip,German,18,B
04/12/2021,220,1889,decision,Spanish,17,C
04/12/2021,261,1658,transfer,Persian,42,A
04/12/2021,382,1938,skip,Italian,50,B
04/12/2021,693,1560,skip,English,44,C
04/12/2021,359,1696,skip,Portuguese,22,F
04/12/2021,809,1155,skip,Persian,15,E
04/12/2021,188,1543,decision,Italian,27,E
04/12/2021,422,1473,transfer,Russian,32,C
04/12/2021,189,1080,skip,French,45,F
04/12/2021,125,1552,decision,Spanish,58,A
04/12/2021,100,1052,transfer,Russian,31,B
04/13/2021,113,1560,transfer,Italian,36,A
04/13/2021,191,1015,decision,Hindi,20,F
04/13/2021,590,1743,decision,English,40,D
04/13/2021,990,1552,skip,Italian,48,F
04/13/2021,496,1611,skip,Arabic,29,E
04/13/2021,601,1893,transfer,Russian,59,C
04/13/2021,614,1818,skip,Portuguese,5,D
04/13/2021,326,1914,decision,Persian,19,E
04/13/2021,867,1499,transfer,Hindi,37,C
04/13/2021,622,1354,transfer,French,30,F
04/13/2021,615,1611,transfer,Russian,56,B
04/13/2021,208,1887,decision,Italian,11,E
04/14/2021,742,1879,transfer,Arabic,27,B
04/14/2021,279,1711,transfer,French,39,C
04/14/2021,818,1038,decision,Portuguese,16,E
04/14/2021,891,1191,transfer,German,19,F
04/14/2021,415,1787,skip,Persian,26,F
04/14/2021,693,1625,skip,Portuguese,29,C
04/14/2021,507,1343,decision,Russian,54,E
04/14/2021,299,1090,decision,Persian,32,C
04/14/2021,772,1518,transfer,Persian,54,F
04/14/2021,328,1468,skip,Chinese,52,A
04/15/2021,357,1709,decision,Arabic,39,F
04/15/2021,539,1180,transfer,Chinese,19,E
04/15/2021,818,1353,transfer,Persian,45,D
04/15/2021,328,1529,decision,Arabic,12,C
04/15/2021,300,1141,decision,Italian,49,B
04/15/2021,25,1134,skip,Italian,59,E
04/15/2021,799,1505,transfer,Portuguese,37,A
04/15/2021,515,1837,skip,Arabic,28,A
04/15/2021,991,1071,decision,Italian,58,F
04/16/2021,308,1979,decision,Arabic,24,D
04/16/2021,723,1901,transfer,Spanish,23,C
04/16/2021,972,1017,transfer,Spanish,30,D
04/16/2021,928,1794,decision,Arabic,50,B
04/16/2021,324,1090,transfer,Persian,17,A
04/17/2021,408,1032,skip,French,32,C
04/17/2021,516,1966,skip,Persian,31,B
04/17/2021,370,1947,decision,Arabic,48,A
04/17/2021,189,1217,decision,Persian,18,D
04/17/2021,149,1661,skip,Hindi,5,F
04/17/2021,100,1004,decision,German,13,D
04/17/2021,851,1398,transfer,English,51,F
04/17/2021,299,1057,decision,French,42,F
04/17/2021,350,1897,decision,German,56,A
04/17/2021,280,1344,transfer,Russian,41,F
04/17/2021,809,1361,transfer,Spanish,53,B
04/17/2021,818,1435,transfer,Persian,32,E
04/17/2021,893,1353,skip,French,28,A
04/17/2021,507,1448,decision,Arabic,5,E
04/18/2021,465,1914,decision,Chinese,11,E
04/18/2021,348,1285,transfer,Hindi,39,D
04/18/2021,11,1929,skip,Russian,20,A
04/18/2021,498,1127,decision,English,51,E
04/18/2021,935,1640,skip,Italian,12,C
04/18/2021,656,1914,transfer,English,58,E
04/18/2021,578,2000,decision,Hindi,14,C
04/19/2021,408,1685,decision,French,36,F
04/19/2021,818,1209,decision,English,7,B
04/19/2021,803,1514,transfer,Hindi,15,E
04/19/2021,336,1502,skip,Chinese,13,C
04/19/2021,954,1555,transfer,French,17,D
04/19/2021,621,1777,skip,Arabic,45,E
04/19/2021,572,1217,transfer,French,38,A
04/20/2021,318,1925,skip,Portuguese,15,B
04/20/2021,745,1870,skip,Portuguese,49,B
04/20/2021,863,1071,transfer,French,17,B
04/20/2021,564,1977,skip,Spanish,9,D
04/20/2021,646,1661,decision,Italian,59,E
04/20/2021,261,1824,transfer,Hindi,38,A
04/20/2021,101,1571,transfer,Arabic,58,A
04/21/2021,953,1925,transfer,Hindi,8,D
04/21/2021,313,1935,skip,French,23,D
04/21/2021,406,1253,skip,Persian,55,A
04/21/2021,778,1925,decision,Italian,54,A
04/21/2021,785,1314,decision,French,49,B
04/21/2021,609,1099,transfer,German,57,C
04/21/2021,112,1206,decision,Chinese,51,C
04/21/2021,919,1569,skip,Russian,59,B
04/21/2021,608,1051,transfer,Arabic,21,F
04/21/2021,684,1410,skip,French,58,C
04/21/2021,705,1822,decision,Hindi,49,F
04/21/2021,693,1727,transfer,Chinese,25,C
04/21/2021,525,1438,transfer,German,10,A
04/21/2021,541,1148,decision,Portuguese,34,B
04/22/2021,246,1235,decision,Portuguese,19,A
04/22/2021,392,1208,transfer,English,60,A
04/22/2021,114,1654,skip,Italian,41,B
04/22/2021,821,1588,decision,German,56,F
04/22/2021,578,1110,decision,Italian,55,A
04/22/2021,223,1745,skip,Portuguese,45,E
04/22/2021,382,1809,transfer,English,17,B
04/22/2021,211,1886,skip,Arabic,47,A
04/22/2021,11,1741,decision,Arabic,37,D
04/22/2021,237,1141,decision,Chinese,54,F
04/22/2021,304,1898,decision,Hindi,6,D
04/22/2021,756,1529,skip,Russian,51,D
04/23/2021,555,1965,transfer,Arabic,35,A
04/23/2021,836,1958,skip,Hindi,43,E
04/23/2021,243,1747,skip,Hindi,56,E
04/23/2021,961,1175,decision,Persian,17,E
04/23/2021,545,1044,decision,English,41,F
04/23/2021,308,1268,decision,Italian,39,F
04/23/2021,25,1918,transfer,Chinese,56,D
04/23/2021,190,1134,decision,Spanish,51,F
04/24/2021,616,1350,transfer,Chinese,24,B
04/24/2021,851,1609,decision,German,30,E
04/24/2021,422,1843,skip,Chinese,30,A
04/24/2021,781,1385,transfer,Arabic,36,B
04/24/2021,605,1977,skip,Persian,25,C
04/24/2021,839,1875,decision,Spanish,40,E
04/24/2021,957,1948,transfer,Portuguese,12,D
04/24/2021,665,1955,transfer,English,25,B
04/24/2021,851,1505,skip,German,49,E
04/24/2021,380,1338,decision,English,31,D
04/24/2021,102,1748,skip,French,21,B
04/24/2021,709,1897,decision,Spanish,37,D
04/24/2021,415,1226,decision,Italian,6,B
04/24/2021,655,1711,skip,French,46,F
04/24/2021,756,1140,transfer,English,55,E
04/25/2021,747,1666,decision,Spanish,46,F
04/25/2021,211,1087,transfer,Hindi,59,D
04/25/2021,621,1274,skip,English,53,A
04/25/2021,976,1389,transfer,Spanish,56,D
04/25/2021,370,1711,decision,French,8,A
04/25/2021,146,1748,transfer,Persian,29,A
04/25/2021,539,1001,transfer,Portuguese,55,C
04/25/2021,338,1540,transfer,Portuguese,28,D
04/25/2021,844,1543,skip,Hindi,11,F
04/25/2021,584,1153,decision,English,24,E
04/25/2021,867,1733,transfer,Russian,23,D
04/25/2021,211,1369,transfer,Spanish,39,A
04/25/2021,920,1349,decision,Hindi,22,B
04/26/2021,564,1369,decision,Spanish,36,C
04/26/2021,567,1354,skip,Persian,5,B
04/26/2021,983,1926,transfer,French,38,E
04/26/2021,189,1020,decision,Portuguese,60,F
04/26/2021,149,1785,decision,Portuguese,23,E
04/26/2021,723,1824,transfer,Portuguese,56,A
04/26/2021,208,1144,decision,Italian,11,C
04/26/2021,663,1116,decision,Portuguese,45,D
04/26/2021,954,1398,skip,Portuguese,52,E
04/26/2021,569,1471,decision,Arabic,29,E
04/26/2021,177,1205,skip,Arabic,7,B
04/27/2021,911,1100,transfer,Persian,34,E
04/27/2021,260,1374,skip,Russian,51,F
04/27/2021,566,1226,transfer,English,48,F
04/27/2021,496,1399,skip,Russian,41,D
04/27/2021,745,1052,transfer,Italian,16,F
04/27/2021,308,1740,decision,Spanish,37,A
04/27/2021,115,1090,skip,Portuguese,53,A
04/27/2021,711,1689,skip,Spanish,30,E
04/27/2021,723,1201,skip,Spanish,53,B
04/27/2021,474,1901,transfer,Persian,45,C
04/27/2021,660,1818,transfer,Portuguese,34,D
04/27/2021,964,1074,skip,Hindi,19,A
04/27/2021,782,1893,transfer,Russian,52,A
04/28/2021,818,1918,transfer,Chinese,19,D
04/28/2021,20,1089,transfer,Persian,12,D
04/28/2021,136,1567,skip,Hindi,42,F
04/28/2021,504,1943,decision,Spanish,59,D
04/28/2021,667,1049,decision,Russian,23,E
04/28/2021,300,1352,skip,Russian,8,C
04/28/2021,415,1685,skip,Russian,54,B
04/28/2021,145,1035,transfer,Hindi,14,C
04/28/2021,249,1609,skip,Italian,52,F
04/28/2021,705,1005,skip,Spanish,33,B
04/28/2021,919,1840,transfer,Arabic,13,F
04/28/2021,891,1080,decision,Italian,56,A
04/28/2021,972,1837,skip,German,9,E
04/28/2021,781,1471,skip,Russian,31,F
04/28/2021,407,1454,skip,Hindi,8,D
04/29/2021,991,1144,transfer,Persian,43,B
04/29/2021,743,1895,transfer,English,19,C
04/29/2021,652,1552,transfer,Spanish,37,B
04/29/2021,590,1895,skip,Spanish,19,B
04/29/2021,191,1461,skip,English,12,C
04/29/2021,262,1925,decision,Russian,5,C
